first_name,last_name,company_name,address,city,province,postal,phone1,phone2,email,web,country,user_id,birth_date
Karrie,Kinikini,Lohmeyer Corrigan Taylor Pc,491 Main St #893,Kamloops,BC,V2B 7X9,250-384-7658,250-661-6367,karrie_kinikini@kinikini.org,http://www.lohmeyercorrigantaylorpc.com,CA,200131,2002-08-25
Mozelle,Hermon,Comfort Inn Of Lincoln,523 Spencerville Ct,Mount Pisgah,NB,E4G 1E8,506-573-3112,506-834-4114,mozelle_hermon@cox.net,http://www.comfortinnoflincoln.com,CA,200132,1998-04-19
Mila,Hair,Bobby Reed Attorney At Law,515 S Main St,Saint-Leonard,QC,H1P 1M8,514-945-2978,514-363-9034,mhair@cox.net,http://www.bobbyreedattorneyatlaw.com,CA,200133,1994-03-12
Gilma,Jefferys,Celestin Design Centre,147 E Centre St,Halifax,NS,B3H 4E1,902-804-8543,902-756-4703,gjefferys@aol.com,http://www.celestindesigncentre.com,CA,200134,2014-02-05
Armanda,Mcduffie,"Voils, Otis V",989 Wyatt Dr #7,Cowansville,QC,J2K 2M6,450-866-7181,450-681-1613,armanda.mcduffie@hotmail.com,http://www.voilsotisv.com,CA,200135,2012-08-28
Vonda,Normandeau,Crisell Cohee & Co,9891 Main St,Mirabel,QC,J7J 1G7,450-706-3809,450-473-8682,vonda@yahoo.com,http://www.crisellcoheeco.com,CA,200136,2014-10-13
Truman,Mondale,"Metz, Roger E Esq",1657 N Green St,Peterborough,ON,K9J 0A1,705-757-7389,705-234-5820,truman.mondale@aol.com,http://www.metzrogereesq.com,CA,200137,1999-05-26
Elvis,Tenuta,Beloit Boxboard Co,6437 Date Palm Dr,Calgary,AB,T2B 0X5,403-415-1285,403-329-4641,elvis_tenuta@tenuta.org,http://www.beloitboxboardco.com,CA,200138,2016-07-15
Loise,Dedaj,Magnotta Construction Co Inc,1062 Rd,Saskatoon,SK,S7K 5J3,306-964-9291,306-310-4288,loise@aol.com,http://www.magnottaconstructioncoinc.com,CA,200139,1994-06-04
Jannette,Pedder,"Reif, W Michael Esq",73 Madison Ave,Vancouver,BC,V6L 2V9,604-953-5335,604-889-3061,jpedder@pedder.com,http://www.reifwmichaelesq.com,CA,200140,2015-03-10
Margo,Rand,Muscle Bound Bindery,344 Lyndon St,Concord,ON,L4K 1J7,905-781-3868,905-855-2524,margo@rand.org,http://www.muscleboundbindery.com,CA,200141,2001-07-02
Dahlia,Benett,Doco School Empl Fed Crdt Un,3986 Home Life,Alma,QC,G8B 1K7,418-344-9993,418-720-5596,dahlia_benett@aol.com,http://www.docoschoolemplfedcrdtun.com,CA,200142,2003-05-13
Dominga,Mckeon,Scott & Murphy Inc,68 Dd N #1,Trois-Rivieres,QC,G8T 7G3,819-627-1581,819-974-1149,dominga_mckeon@yahoo.com,http://www.scottmurphyinc.com,CA,200143,2010-02-27
Hollis,Keomuangtai,Amsterdam News,27 7th St,Keswick,ON,L4P 1V3,905-928-5294,905-356-3061,hollis.keomuangtai@cox.net,http://www.amsterdamnews.com,CA,200144,2012-12-04
Carry,Ziller,Hatboro Delivery Service,8 Maynesboro St,Strathroy,ON,N7G 3H9,519-847-8783,519-902-8276,carry@cox.net,http://www.hatborodeliveryservice.com,CA,200145,2016-03-03
Bong,Fears,Cabot Safety Corp Aorx Center,7 State St #1,Pierrefonds,QC,H9H 3C8,514-308-1992,514-798-2801,bfears@fears.org,http://www.cabotsafetycorpaorxcenter.com,CA,200146,2000-07-14
Yolande,Staiano,Williams Jamal Ltd,21 N 14th St,Orleans,ON,K1C 3C7,613-700-7712,613-896-1928,yolande_staiano@gmail.com,http://www.williamsjamalltd.com,CA,200147,1993-09-30
Lottie,Hegdahl,Management Protection Services,45 W 21st St,Unionville,ON,L3R 2H1,905-638-1034,905-780-4717,lottie_hegdahl@aol.com,http://www.managementprotectionservices.com,CA,200148,2016-07-11
Jose,Kylish,Nicks Printing,93 Law Dr,Pierrefonds,QC,H9J 1W6,514-211-3774,514-504-3039,jose.kylish@aol.com,http://www.nicksprinting.com,CA,200149,2011-07-22
Tuyet,Abramovitz,"Gibbard, H Frank Iii",976 Cozycroft Ave,Richmond Hill,ON,L4E 4P3,905-790-7938,905-876-7283,tuyet.abramovitz@abramovitz.com,http://www.gibbardhfrankiii.com,CA,200150,1996-07-14
Pearline,Provenzano,Information Marketing Svc Inc,611 S 2nd St,Concord,ON,L4K 1V4,905-734-9102,905-871-6252,pearline.provenzano@provenzano.org,http://www.informationmarketingsvcinc.com,CA,200151,2010-04-12
Robt,Hankison,Joseph Notarianni & Co,3780 Ronson Rd,Quebec,QC,G1L 4H3,418-874-8104,418-997-2257,robt_hankison@cox.net,http://www.josephnotariannico.com,CA,200152,1997-05-10
Shawnee,Kesten,N Amercn Min & Quar Equip Inc,5 W Irving Park Rd,Big Ridge,NS,B1K 1X8,902-208-1038,902-514-6214,shawnee@yahoo.com,http://www.namercnminquarequipinc.com,CA,200153,2002-10-28
Lacresha,Quinones,John Drew Theater Of Gld Hall,48 Bernardo Cent,Vaudreuil-Dorion,QC,J7V 5V8,450-213-1080,450-248-5946,lacresha@hotmail.com,http://www.johndrewtheaterofgldhall.com,CA,200154,2006-01-08
Basilia,Vinroe,Ariz Association Of Life Und,45 S Wells Ave,Quebec,QC,G1H 1A6,418-386-6120,418-417-9632,basilia.vinroe@gmail.com,http://www.arizassociationoflifeund.com,CA,200155,1994-07-27
Aleisha,Areizaga,Hi Port Distribtg Inc,960 Deming Way,Quebec,QC,G1C 5G2,418-408-1640,418-915-1088,aareizaga@hotmail.com,http://www.hiportdistribtginc.com,CA,200156,2012-08-27
Frank,Tryninewski,Interlink Marketing Inc,462 2nd St,Prince Albert,SK,S6V 6E5,306-653-1772,306-265-2144,ftryninewski@gmail.com,http://www.interlinkmarketinginc.com,CA,200157,2004-08-17
Ria,Steinhorst,D H Auto Equip Inc,269 Commercial Dr,Jonquiere,QC,G7S 2S3,418-319-1374,418-221-6034,ria.steinhorst@steinhorst.com,http://www.dhautoequipinc.com,CA,200158,2009-11-16
Carla,Kallenberger,Mcginness & Shaw,8 Commercial Blvd #9,Hanover,ON,N4N 1Z7,519-646-7797,519-560-6667,carla@aol.com,http://www.mcginnessshaw.com,CA,200159,2014-03-31
Lashanda,Skahan,Monogram Co,739 Stockton Ave,Gray Rapids,NB,E9B 1G6,506-497-2698,506-543-5119,lashanda.skahan@aol.com,http://www.monogramco.com,CA,200160,2014-06-08
Jarod,Catalina,Industrial Precision Corp,60 Sunrise Ave,North Bay,ON,P1B 2L4,705-369-2146,705-915-3282,jcatalina@aol.com,http://www.industrialprecisioncorp.com,CA,200161,1995-01-21
Leoma,Rabago,"Curtis, Martin L Dds",575 Washington St,Nanaimo,BC,V9R 6W5,250-810-7815,250-340-9574,leoma.rabago@hotmail.com,http://www.curtismartinldds.com,CA,200162,1996-05-30
Yasuko,Greeves,Plant,4634 Anania Dr,Vernon,BC,V1B 3Z4,250-891-6910,250-302-7554,ygreeves@cox.net,http://www.plant.com,CA,200163,2006-07-05
Jimmie,Snelling,Tri Lakes Chamber Of Commerce,24 Sw Bridgeport Rd,Oakville,ON,L6J 7H9,905-772-1416,905-958-5143,jimmie.snelling@gmail.com,http://www.trilakeschamberofcommerce.com,CA,200164,2013-12-24
Titus,Dugre,American Lung Assoc,419 N Dixboro Rd #8,Gatineau,QC,J9J 0V4,819-983-1846,819-842-7631,titus.dugre@dugre.org,http://www.americanlungassoc.com,CA,200165,1997-12-29
Joanne,Teoh,"Rever, Irwin S Esq",1 W Sierra Madre Blvd #9985,St Catharines,ON,L2M 1R4,905-219-6895,905-928-7775,joanne@yahoo.com,http://www.reverirwinsesq.com,CA,200166,2012-03-19
Suzi,Groom,"Comisky, James L",9 W Jackson Blvd,Surrey,BC,V3S 7P4,604-700-2946,604-811-1777,suzi.groom@groom.org,http://www.comiskyjamesl.com,CA,200167,2017-02-13
Denny,Amazan,Pony Express National Memorial,4974 Rockburn Hill Rd #3,Surrey,BC,V4A 8M9,604-239-4105,604-864-8071,denny@amazan.com,http://www.ponyexpressnationalmemorial.com,CA,200168,2010-08-01
Willie,Coughlan,Brooktronics Engineering Corp,8545 S Westshore Blvd,Cantley,QC,J8V 3K1,819-869-6389,819-816-5427,willie@aol.com,http://www.brooktronicsengineeringcorp.com,CA,200169,1996-02-16
Margurite,Brake,"Moyer, David W Esq",258 S Ash Ave,Amherstburg,ON,N9V 1S8,519-476-5983,519-248-6055,margurite.brake@yahoo.com,http://www.moyerdavidwesq.com,CA,200170,2014-11-04
Arlen,Romack,"Whitehurst, William O Jr",1 W Green Bay St,Saint John,NB,E2K 3R6,506-218-3036,506-871-1452,arlen.romack@yahoo.com,http://www.whitehurstwilliamojr.com,CA,200171,2014-09-08
Shaniqua,Corna,"Durley, Colly J Esq",8 Sylvan Ave,North York,ON,M3H 5X6,416-573-9093,416-693-2920,shaniqua@yahoo.com,http://www.durleycollyjesq.com,CA,200172,1994-04-13
William,Boccard,Dubosar & Davidson Pa,9 Clove Rd,Pointe-aux-Trembles,QC,H1B 4R4,514-606-4631,514-570-9479,william@gmail.com,http://www.dubosardavidsonpa.com,CA,200173,1992-08-17
Silva,Riviere,Nimco Corp,10 Canal St,Pierrefonds,QC,H8Y 2A9,514-319-4125,514-592-7645,silva.riviere@riviere.org,http://www.nimcocorp.com,CA,200174,2004-05-19
Gearldine,Haberle,Robert Glen Distributing Co,62 N 3rd St,Calgary,AB,T2J 0S5,403-810-3712,403-242-6060,gearldine_haberle@hotmail.com,http://www.robertglendistributingco.com,CA,200175,2010-12-24
Azalee,Aja,Interior Alternative,2607 Market St,Chateauguay,QC,J6J 3J8,450-515-9694,450-933-2068,azalee.aja@cox.net,http://www.interioralternative.com,CA,200176,2009-10-05
Kimbery,Plikerd,"Bain, James W Esq",62 15th Ave #63,Duncan,BC,V9L 2E9,250-504-9388,250-654-7546,kimbery.plikerd@cox.net,http://www.bainjameswesq.com,CA,200177,1998-08-10
Ricarda,Kratt,"Hersh, Peter S Md",1 Clairemont Mesa Blvd,New Glasgow,NS,B2H 3Y5,902-614-2197,902-717-8376,rkratt@yahoo.com,http://www.hershpetersmd.com,CA,200178,2017-02-18
Macy,Massay,C H Fenstermaker & Assocs Inc,6 N Water St,Dauphin,MB,R7N 2C7,204-656-8450,204-825-5825,macy@hotmail.com,http://www.chfenstermakerassocsinc.com,CA,200179,2004-07-22
Carol,Normington,Westwood Specialties,1 S Kresson St,Alma,QC,G8E 1G2,418-540-2207,418-264-8597,carol@gmail.com,http://www.westwoodspecialties.com,CA,200180,2005-03-10
Blythe,Czaplinski,Ebw Inc Enterprise Brass Works,4 S 4th St,Calgary,AB,T2V 2M5,403-775-4053,403-660-6436,blythe_czaplinski@czaplinski.com,http://www.ebwincenterprisebrassworks.com,CA,200181,2000-05-15
Tanesha,Tesseneer,Alex Fries & Bros Inc,326 Witherspoon St,Etobicoke,ON,M9R 2W5,416-568-3388,416-227-8643,tanesha_tesseneer@hotmail.com,http://www.alexfriesbrosinc.com,CA,200182,1993-12-13
Yaeko,Orndoff,Holcombe Armature Co,66 Hoffman St,St Thomas,ON,N5P 2E5,519-625-4433,519-737-1130,yaeko_orndoff@orndoff.org,http://www.holcombearmatureco.com,CA,200183,1998-08-20
Broderick,Lorenz,"Frascella, Thomas P Esq",185 Davis St,Saskatoon,SK,S7N 3M6,306-285-1574,306-649-5882,broderick_lorenz@hotmail.com,http://www.frascellathomaspesq.com,CA,200184,1993-05-04
Twila,Shadle,"Marks, Seymour Esq",20 Simpson Ferry Rd,Victoria,BC,V8Y 1H4,250-862-6746,250-548-7509,tshadle@shadle.com,http://www.marksseymouresq.com,CA,200185,2004-12-29
Sarina,Pead,Burgess Manning Inc,7821 16th St Nw,Ajax,ON,L1S 1S7,905-696-6221,905-927-3049,spead@cox.net,http://www.burgessmanninginc.com,CA,200186,2011-09-29
Candra,Peets,Gator Supply & Equipment Inc,9 Pulaski Park Dr #7,North Bay,ON,P1B 2V6,705-799-1235,705-462-8314,candra@hotmail.com,http://www.gatorsupplyequipmentinc.com,CA,200187,2016-10-10
Von,Aprigliano,"Heller, Tom A Esq",63 Baronne St,Port Moody,BC,V3H 1E8,604-986-3233,604-853-6594,von@aol.com,http://www.hellertomaesq.com,CA,200188,2007-02-10
Natalya,Verso,Rose Cooper & English,74 Chestnut St,Kitchener,ON,N2A 1S3,519-736-9305,519-935-3251,natalya_verso@yahoo.com,http://www.rosecooperenglish.com,CA,200189,2001-06-11
Stanton,Rigazio,Maxons Restorations Inc,4 Smith St #5,North York,ON,M3M 2A4,416-801-7398,416-974-8005,srigazio@rigazio.org,http://www.maxonsrestorationsinc.com,CA,200190,2004-01-11
Dona,Larner,Birmingham Historical Society,4298 E Drinker St,York,ON,M6M 1V5,416-884-9104,416-488-1936,dona@hotmail.com,http://www.birminghamhistoricalsociety.com,CA,200191,2004-08-09
Cortney,Choice,"Schulman, Richard J Esq",80 S 33rd Pl,Greenfield Park,QC,J4V 3G8,450-339-6016,450-498-1871,cortney.choice@choice.com,http://www.schulmanrichardjesq.com,CA,200192,1995-05-05
Ira,Betterton,Andersen Consulting,935 S Padre Island Dr,Halifax,NS,B3K 3E4,902-240-7029,902-579-3428,ira.betterton@yahoo.com,http://www.andersenconsulting.com,CA,200193,1994-01-12
Vanna,Pickle,Phipps & Bird,3 B Main #117,Newmarket,ON,L3Y 3M4,905-309-4565,905-538-1331,vanna_pickle@aol.com,http://www.phippsbird.com,CA,200194,2013-09-18
Bo,Sabota,Land Engineering & Surv Co Inc,779 Moore St,Winnipeg,MB,R3R 2Z5,204-210-4967,204-591-6137,bo_sabota@sabota.com,http://www.landengineeringsurvcoinc.com,CA,200195,2007-05-22
Nathalie,Corners,Boldt Carlisle & Smith Cpa,14 Van Buren St,Peterborough,ON,K9H 4B6,705-736-4801,705-651-4065,nathalie_corners@corners.org,http://www.boldtcarlislesmithcpa.com,CA,200196,1996-05-07
Rodney,Lockamy,"Schultz, Barry J Esq",7 N Us Highway 67 #96,Ottawa,ON,K1S 2E4,613-273-5773,613-555-5392,rodney_lockamy@aol.com,http://www.schultzbarryjesq.com,CA,200197,2001-11-02
Elena,Hairr,"Reed, Crystal Md",31 Mechanic St #9839,Stephenville,NL,A2N 2N4,709-399-4807,709-427-8386,ehairr@hotmail.com,http://www.reedcrystalmd.com,CA,200198,1993-09-29
Blossom,Kraatz,Vic Firth Inc,881 Route 38,North York,ON,M4A 2A6,416-631-1863,416-960-8915,blossom_kraatz@kraatz.org,http://www.vicfirthinc.com,CA,200199,2010-07-25
Loreen,Griepentrog,A J Cohen Distributor Inc,6 Monard Dr,Orleans,ON,K1C 2E5,613-684-4467,613-959-2224,loreen_griepentrog@aol.com,http://www.ajcohendistributorinc.com,CA,200200,1993-01-26
Tayna,Keirnan,"Hartz, J Ernest Esq",18 Cowesett Ave,Barrie,ON,L4N 5C5,705-655-5936,705-731-4284,tayna_keirnan@gmail.com,http://www.hartzjernestesq.com,CA,200201,2013-07-15
Nieves,Planty,"Swanson, Dennis V Esq",684 Albion Rd,Peterborough,ON,K9H 3K7,705-616-5386,705-997-9149,nplanty@gmail.com,http://www.swansondennisvesq.com,CA,200202,1993-01-20
Glenn,Robinault,"Leikin, James",8700 S Jefferson Rd #676,Lachine,QC,H8S 3A8,514-330-5479,514-322-5935,glenn.robinault@cox.net,http://www.leikinjames.com,CA,200203,2013-06-01
Julianna,Racer,Cycle Motion Inc,4407 Chestnut Ridge Dr,Saint John,NB,E2K 5L7,506-752-6097,506-958-3152,jracer@cox.net,http://www.cyclemotioninc.com,CA,200204,2002-09-27
Ashton,Nitchals,"Tirone, Anthony R Esq",13 Midway Pl,Oakville,ON,L6H 5G1,905-725-6769,905-586-2298,ashton@cox.net,http://www.tironeanthonyresq.com,CA,200205,1992-08-18
Shaun,Scovil,Stowe Away Lodge,253 Hamilton Ave #1684,Pickering,ON,L1W 2P9,905-907-6615,905-984-4439,shaun_scovil@aol.com,http://www.stoweawaylodge.com,CA,200206,1997-11-19
Long,Shintaku,Georgetown Agency,8 W 41st Ave,Blainville,QC,J7C 2R9,450-771-5010,450-679-3521,long.shintaku@shintaku.org,http://www.georgetownagency.com,CA,200207,2004-02-18
Vinnie,Meir,Halbar Enterprises Whol Clthng,559 Bridge Plz,Etobicoke,ON,M8Y 1G5,416-862-7028,416-626-5219,vmeir@meir.com,http://www.halbarenterpriseswholclthng.com,CA,200208,1994-06-28
Lucia,Flipp,Days Inn,196 Touhy Ave,Scarborough,ON,M1E 3L6,416-870-8070,416-938-6909,lucia@aol.com,http://www.daysinn.com,CA,200209,1999-07-31
Corazon,Ivaska,Ansonia Records Inc,6 W Lincoln Ave,Saskatoon,SK,S7K 3K7,306-333-8933,306-513-1680,corazon@ivaska.org,http://www.ansoniarecordsinc.com,CA,200210,2015-06-21
Jaime,Perugini,Bei Motion Systems Co Inc,7071 E 7th St #56,Verdun,QC,H4G 1X4,514-950-4495,514-371-6473,jaime_perugini@perugini.com,http://www.beimotionsystemscoinc.com,CA,200211,2015-10-07
Miriam,Stakes,Sign Magic,784 Packerland Dr,Burlington,ON,L7L 5E8,905-441-5009,905-702-1792,miriam.stakes@yahoo.com,http://www.signmagic.com,CA,200212,1994-07-05
Vallie,Nigl,Can Lines Inc,7823 N 36th Ave,North Vancouver,BC,V7H 2J2,604-848-3170,604-272-7228,vallie@yahoo.com,http://www.canlinesinc.com,CA,200213,2009-02-15
Sheldon,Isachsen,"Young, Charles R Esq",35 Milnor St,Valley,NS,B6L 3K5,902-330-7314,902-482-5940,sheldon@isachsen.org,http://www.youngcharlesresq.com,CA,200214,2014-09-08
Nickie,Balonek,Mcinerney Communications,7 Saint Nicholas Ave,North Vancouver,BC,V7J 3P8,604-556-1080,604-408-3115,nickie.balonek@balonek.com,http://www.mcinerneycommunications.com,CA,200215,1995-12-21
Fletcher,Caneles,Hy Cite Corp,87 Spencerville Ct #2,Hamilton,ON,L8S 3V2,905-992-1637,905-974-3091,fcaneles@caneles.com,http://www.hycitecorp.com,CA,200216,1992-08-21
Rutha,Eisert,Quality Litho Printing,87 W 32nd St,Niagara Falls,ON,L2G 3H6,905-468-2503,905-288-1333,rutha@eisert.com,http://www.qualitylithoprinting.com,CA,200217,2009-03-13
Brandon,Geigel,Royal Title Service Inc,70 W Main St,Vancouver,BC,V5Z 3S8,604-940-9313,604-894-9406,bgeigel@gmail.com,http://www.royaltitleserviceinc.com,CA,200218,2011-04-11
Franchesca,Lamme,Euorpean Pretzel Bakery,3208 W Touhy Ave,Charlottetown,PE,C1E 1W8,902-715-9684,902-291-8223,franchesca_lamme@yahoo.com,http://www.euorpeanpretzelbakery.com,CA,200219,2000-01-17
Lorriane,Naddeo,American Space Planners Inc,7 Airway Cir,Duncan,BC,V9L 2T9,250-544-1482,250-738-4408,lorriane.naddeo@naddeo.org,http://www.americanspaceplannersinc.com,CA,200220,2007-09-28
Asuncion,Berson,"Link, Andrew P",54 Whitaker Way,Reinfeld,MB,R6W 1K7,204-318-1929,204-696-6138,aberson@aol.com,http://www.linkandrewp.com,CA,200221,2016-02-18
Georgiann,Hoerter,"Orava, Stephen J Esq",4945 Progress Dr,Grand-Mere,QC,G9T 3C3,819-632-2869,819-695-5561,georgiann_hoerter@hoerter.com,http://www.oravastephenjesq.com,CA,200222,2015-01-24
Hershel,Bultron,Kings Trophies & Engraving Co,658 W 30th St,London,ON,N5Z 1R6,519-844-4835,519-782-2362,hershel_bultron@bultron.org,http://www.kingstrophiesengravingco.com,CA,200223,2016-07-01
Chu,Collopy,Chiropractic Care Center,8 E 9mile Rd #697,Trois-Rivieres,QC,G8V 2J6,819-677-1206,819-899-7304,chu@aol.com,http://www.chiropracticcarecenter.com,CA,200224,2002-12-23
Bettina,Vosmus,Willamette Valley Walnuts Inc,7 Ryan Industrial Ct,Vancouver,BC,V6H 3Y2,604-752-9256,604-539-9088,bettina@hotmail.com,http://www.willamettevalleywalnutsinc.com,CA,200225,2004-01-16
Lynsey,Sport,"Ross, Donald J Esq",7 Mccrea St,Chilliwack,BC,V2P 6L6,604-525-6939,604-485-8495,lynsey.sport@aol.com,http://www.rossdonaldjesq.com,CA,200226,2002-09-13
Phil,Kuechler,Sequins International Inc,7 Mcwhorter Rd,Jonquiere,QC,G7X 2X4,418-940-4070,418-996-6859,phil_kuechler@gmail.com,http://www.sequinsinternationalinc.com,CA,200227,2012-12-20
Cordelia,Nicks,Pacific Valley Appraisal Svc,572 Simpson St,Georgetown,ON,L7G 2T4,905-975-4308,905-881-8675,cnicks@nicks.org,http://www.pacificvalleyappraisalsvc.com,CA,200228,1996-05-19
Georgeanna,Marrano,Allied Fine Furniture,3493 Camino Ruiz,Hamilton,ON,L8N 2V6,905-366-7378,905-540-7836,gmarrano@gmail.com,http://www.alliedfinefurniture.com,CA,200229,2003-09-30
Rosendo,Lanter,Howe & Hutton Ltd,2052 E Semoran Blvd,Regina,SK,S4N 5R4,306-700-6743,306-714-9622,rosendo@hotmail.com,http://www.howehuttonltd.com,CA,200230,2008-07-19
Jerilyn,Norcia,Jaqua & Wheatley Pc,9 Main St,Hanover,ON,N4N 2P6,519-978-7661,519-649-6721,jerilyn@hotmail.com,http://www.jaquawheatleypc.com,CA,200231,2006-03-23
Elfriede,Bakeley,Krei 800 Radio Station,538 Fayetteville Street Mall,Grand-Sault/Grand Falls,NB,E3Z 2K5,506-404-8558,506-956-6048,ebakeley@bakeley.com,http://www.kreiradiostation.com,CA,200232,2015-07-16
Harris,Sheck,New Lans Corporation,9875 Sheafe Rd,Montreal,QC,H2H 1Z2,514-257-9319,514-774-5902,harris@cox.net,http://www.newlanscorporation.com,CA,200233,2001-10-24
Leonor,Beilinson,Lochaven Fed Svngs & Ln Assn,269 Distribution Way,Orleans,ON,K1C 1Z6,613-338-5158,613-308-1865,leonor.beilinson@hotmail.com,http://www.lochavenfedsvngslnassn.com,CA,200234,2007-04-20
Terrilyn,Waska,"Corallino, Robert L Cpa",6 E Miraloma Ave,Gatineau,QC,J8M 2A5,819-670-6020,819-318-6187,terrilyn_waska@hotmail.com,http://www.corallinorobertlcpa.com,CA,200235,1997-09-18
Maddie,Foulds,Sinclair Machine Products Inc,56 N Wood Ave #25,Montreal,QC,H2M 1W9,514-874-9519,514-545-7912,maddie@hotmail.com,http://www.sinclairmachineproductsinc.com,CA,200236,2002-06-17
Melynda,Anstead,Leader,3 Lee Dr #8435,Longueuil,QC,J4J 3E9,450-470-3593,450-261-4907,melynda@hotmail.com,http://www.leader.com,CA,200237,2009-05-10
Odette,Thigpen,Beauregard Federal Savings Bnk,1831 Everett Rd,Corner Brook,NL,A2H 2K1,709-744-4165,709-750-3310,othigpen@thigpen.com,http://www.beauregardfederalsavingsbnk.com,CA,200238,2014-09-04
Steffanie,Meinen,"Rosenblum, Donn D Esq",801 W Belmont Ave,Montreal,QC,H3C 5G9,514-964-9106,514-644-9120,steffanie.meinen@cox.net,http://www.rosenblumdonndesq.com,CA,200239,2001-09-09
Antonette,Stimac,"Kasprenski, Michael D Esq",61 N Westshore Blvd,Kitchener,ON,N2A 1S3,519-670-5269,519-574-5766,antonette_stimac@stimac.org,http://www.kasprenskimichaeldesq.com,CA,200240,1992-05-13
Thora,Daneker,Engravers,6 Old York Rd,Gatineau,QC,J8P 3A1,819-648-4049,819-419-1891,tdaneker@daneker.com,http://www.engravers.com,CA,200241,2003-07-24
Nada,Massanet,"Shastri, S R Md",80 Sw End Blvd,Surrey,BC,V3R 4L7,604-570-1494,604-464-2579,nmassanet@yahoo.com,http://www.shastrisrmd.com,CA,200242,2012-08-15
Ivette,Dills,South Texas Prod Splty Inc,7585 Calle De Industrias,Reserve Mines,NS,B1E 1G6,902-244-5318,902-899-7285,idills@cox.net,http://www.southtexasprodspltyinc.com,CA,200243,2001-08-03
Devon,Delacerda,Kcon Inc,250 University Ave #9,Comox,BC,V9M 1T4,250-525-4631,250-811-7716,devon@hotmail.com,http://www.kconinc.com,CA,200244,2015-07-05
Lon,Tibbles,May W L Co Inc,78 Eastway Dr,Mississauga,ON,L5E 1B7,905-233-1845,905-290-1867,lon.tibbles@cox.net,http://www.maywlcoinc.com,CA,200245,1993-05-24
Tennie,Santanna,M A C Insurance Agency,196 Waterman Ave #1,Trois-Rivieres,QC,G8T 6A2,819-261-5496,819-276-7974,tennie@aol.com,http://www.macinsuranceagency.com,CA,200246,2001-01-27
Fidelia,Vilven,Gto Lithographers Inc,9 Meridian St,Scarborough,ON,M1G 1V4,416-892-4321,416-209-3419,fvilven@vilven.org,http://www.gtolithographersinc.com,CA,200247,2010-02-27
Michal,Gunyan,Physician Manager,9514 Mount Vernon Ave,Quebec,QC,G2B 4L7,418-399-6819,418-652-4085,michal_gunyan@gunyan.com,http://www.physicianmanager.com,CA,200248,1992-11-20
Enola,Yandow,Branan Photography,7 Sw 5th Ave,Dartmouth,NS,B2W 6G3,902-539-1621,902-831-6815,eyandow@cox.net,http://www.brananphotography.com,CA,200249,2006-03-06
Meghann,Mamudoski,Hampton Inn South,7675 N Solano Dr,Hebbville,NS,B4V 7A2,902-348-8759,902-216-8117,meghann@cox.net,http://www.hamptoninnsouth.com,CA,200250,2010-06-13
Latanya,Mattia,Swissotel Boston,8229 S Washington Ave,Portage la Prairie,MB,R1N 3T4,204-649-9481,204-615-1776,lmattia@yahoo.com,http://www.swissotelboston.com,CA,200251,2002-12-24
Chandra,Firlik,Preston Trucking Co Inc,686 S Dupont Hwy,Oshawa,ON,L1J 8H1,905-451-3719,905-979-1749,chandra@gmail.com,http://www.prestontruckingcoinc.com,CA,200252,2007-07-27
Barney,Dewer,"Anthony, Richard A Esq",88 Norris Ave #2,Bedford,NS,B4A 3V5,902-287-1148,902-440-9745,bdewer@gmail.com,http://www.anthonyrichardaesq.com,CA,200253,2010-03-15
Ocie,Chreene,"Ellner, Harold J Md",72 W Hampden Ave,Orleans,ON,K1E 2C8,613-756-9548,613-565-6742,ocie.chreene@aol.com,http://www.ellnerharoldjmd.com,CA,200254,2005-01-27
Precious,Dubray,Martin Research Inc,846 Middletown Blvd #427,Orillia,ON,L3V 4N5,705-607-6992,705-628-6331,precious.dubray@dubray.com,http://www.martinresearchinc.com,CA,200255,2015-04-02
Sanda,Laramie,Trafalgar Corp,5181 N Alma School Rd,Dawson Creek,BC,V1G 1Y2,250-700-8923,250-902-6776,slaramie@laramie.org,http://www.trafalgarcorp.com,CA,200256,2008-12-27
Gaynell,Benavente,Life Guard Apparel,71 W Indian School Rd,Thunder Bay,ON,P7E 2H1,807-284-2501,807-395-1502,gaynell@hotmail.com,http://www.lifeguardapparel.com,CA,200257,2011-04-17
Bethanie,Cutsforth,Four Star Label Co Inc,5 Victory Ave,Cambridge,ON,N1S 2S8,519-328-4250,519-260-7499,bethanie_cutsforth@cutsforth.org,http://www.fourstarlabelcoinc.com,CA,200258,2002-09-20
Yvette,Capiga,"Stier, Brian E Esq",33 Broadway St #8539,Big Valley,AB,T0J 0G0,403-919-6456,403-642-8023,yvette.capiga@yahoo.com,http://www.stierbrianeesq.com,CA,200259,1997-10-17
Alana,Blackmon,Invest Financial Corp,96 Hook Rd,Scarborough,ON,M1B 2S5,416-386-8947,416-983-4604,ablackmon@gmail.com,http://www.investfinancialcorp.com,CA,200260,1994-06-05
Lakeesha,Beachel,"Olivera, Keith R Esq",1 Sw 72nd Ave,Chilliwack,BC,V2P 4W3,604-352-7502,604-776-5963,lakeesha_beachel@aol.com,http://www.oliverakeithresq.com,CA,200261,2004-05-13
Ailene,Friedman,Spector Thread Co,479 Commerce Park,Enterprise,NB,E7G 1M2,506-907-7068,506-631-8304,ailene@yahoo.com,http://www.spectorthreadco.com,CA,200262,2016-01-24
